ID_Appel,Date_Appel,Agent,Duree_Traitement_Sec,Statut,Note_Satisfaction,Montant_Facture_EUR,Canal,Sujet,Appel_Traite,Appel_Repris,Conformite,NPS,Reclamation
APP-11368,09/03/2023,Sophie Nguyen,376,Résolu,5.0,34.07,Email,Panne compteur,Oui,Non,Conforme,,Non
APP-11369,02/07/2023,Karim Boudiaf,184,Non résolu,4.0,23.64,TEL,Litige paiement,Oui,Non,Conforme,8.0,Non
APP-11370,30/08/2023,Marie Lefevre,140,Non résolu,,17.78,Téléphone,Réclamation,Oui,Non,Conforme,,Non
APP-11371,24/04/2023,Karim Boudiaf,90,Résolu,2.0,15.6,telephone,Résiliation,Oui,Non,Conforme,6.0,Non
APP-11372,10/04/2023,Fatima Zahra,82,Résolu,5.0,,telephone,Changement d'offre,Oui,Non,Conforme,,Non
APP-11373,04/10/2023,Marie Lefevre,228,,5.0,18.64,telephone,Déménagement,Non,Non,Conforme,3.0,Non
APP-11374,01/12/2023,Karim Boudiaf,258,Résolu,4.0,30.33,telephone,Facturation,Oui,Non,Conforme,7.0,Non
APP-11375,07/07/2023,Marie Lefevre,246,Résolu,4.0,10.85,telephone,Changement d'offre,Oui,Non,Conforme,,Non
APP-11376,10/03/2023,Amandine Faure,190,Résolu,3.0,30.16,Email,Déménagement,,Non,Non conforme,7.0,Non
APP-11377,10/05/2023,Léa Girard,215,Résolu,5.0,31.08,Email,Demande d'information,Non,Oui,Non conforme,6.0,Non
APP-11378,09/11/2023,Thomas Petit,123,Non résolu,2.0,8.56,TEL,Résiliation,Oui,Non,Conforme,7.0,Non
APP-11379,13/05/2023,Nicolas Roux,314,Résolu,,43.71,Téléphone,Souscription contrat,Oui,Non,,,Non
APP-11380,09/01/2023,Karim Boudiaf,313,Résolu,5.0,34.15,TEL,Facturation,Oui,Non,Conforme,,Non
APP-11381,07/10/2023,Nicolas Roux,136,Non résolu,4.0,30.57,Email,Demande d'information,Oui,Non,Conforme,,Non
APP-11382,04/04/2023,Fatima Zahra,138,Résolu,4.0,30.11,telephone,Changement d'offre,Oui,Non,Non conforme,4.0,Non
APP-11383,03/11/2023,Marie Lefevre,157,Résolu,4.0,40.05,TEL,Réclamation,Non,Non,Conforme,8.0,Non
APP-11384,07/04/2023,Nicolas Roux,289,Non résolu,2.0,15.5,Téléphone,Panne compteur,Oui,Non,Conforme,,Non
APP-11385,11/10/2023,Léa Girard,270,Résolu,,29.74,Téléphone,Changement d'offre,Non,Non,Conforme,,Non
APP-11386,26/04/2023,Yanis Belkacem,334,,5.0,23.1,telephone,Déménagement,Oui,Non,Conforme,10.0,Non
APP-11387,14/03/2023,Nicolas Roux,345,Résolu,5.0,8.57,Téléphone,Demande d'information,Non,Oui,Conforme,7.0,Non
APP-11388,17/12/2023,Fatima Zahra,102,Non résolu,3.0,24.66,Téléphone,Litige paiement,Oui,Non,Conforme,8.0,Non
APP-11389,10/01/2023,Fatima Zahra,286,Résolu,5.0,43.43,TEL,Changement d'offre,Oui,Non,Non conforme,,Non
APP-11390,17/09/2023,Thomas Petit,341,Résolu,5.0,14.98,TEL,Déménagement,Oui,Non,Conforme,,Non
APP-11391,03/11/2023,Thomas Petit,209,Résolu,4.0,32.88,telephone,Souscription contrat,Non,Non,Conforme,5.0,Non
APP-11392,05/10/2023,Karim Boudiaf,237,Résolu,4.0,11.43,telephone,Souscription contrat,Oui,Oui,Conforme,,Non
APP-11393,30/07/2023,Julien Marchand,224,Résolu,5.0,35.69,telephone,Relevé compteur,Oui,Non,Non conforme,,Non
APP-11394,15/11/2023,Fatima Zahra,228,Résolu,4.0,17.57,TEL,Déménagement,Oui,Non,Conforme,5.0,Non
APP-11395,24/02/2023,Julien Marchand,314,Résolu,4.0,24.07,telephone,Souscription contrat,Oui,Non,Conforme,6.0,Non
APP-11396,30/03/2023,Karim Boudiaf,397,Résolu,,31.59,Chat,Souscription contrat,Non,Non,Conforme,,Non
APP-11397,05/01/2023,Karim Boudiaf,364,Résolu,5.0,16.95,TEL,Réclamation,Oui,Non,Conforme,3.0,Non
APP-11398,19/10/2023,Amandine Faure,194,Résolu,4.0,15.37,Chat,Demande d'information,Oui,Non,Conforme,8.0,Non
APP-11399,09/06/2023,Karim Boudiaf,263,Résolu,5.0,40.47,telephone,Relevé compteur,Oui,Non,Conforme,0.0,Non
APP-11400,24/01/2023,Fatima Zahra,169,Résolu,,18.02,Email,Litige paiement,Non,Non,Non conforme,,Non
APP-11401,11/11/2023,Nicolas Roux,177,Résolu,5.0,17.16,Chat,Litige paiement,Oui,Non,Conforme,6.0,Non
APP-11402,30/01/2023,Julien Marchand,233,Résolu,5.0,35.11,Téléphone,Facturation,Oui,Non,Conforme,10.0,Non
APP-11403,22/07/2023,Julien Marchand,3500,Résolu,4.0,30.45,telephone,Litige paiement,Non,Non,Conforme,8.0,Non
APP-11404,02/08/2023,Yanis Belkacem,187,Non résolu,2.0,43.21,Chat,Relevé compteur,Oui,Non,Conforme,8.0,Non
APP-11405,12/10/2023,Julien Marchand,261,Non résolu,5.0,39.02,telephone,Résiliation,Oui,Non,Conforme,10.0,Non
APP-11406,20/11/2023,Amandine Faure,284,Non résolu,3.0,42.51,telephone,Relevé compteur,Oui,Non,Conforme,,Non
APP-11407,06/12/2023,Amandine Faure,282,Résolu,5.0,28.14,Chat,Litige paiement,Oui,Non,Non conforme,10.0,Non
APP-11408,02/02/2023,Amandine Faure,283,Non résolu,,,Email,Changement d'offre,Oui,Non,Conforme,,Non
APP-11409,25/10/2023,Sophie Nguyen,-128,Résolu,2.0,35.49,TEL,Résiliation,Oui,Non,Conforme,9.0,Non
APP-11410,24/08/2023,Amandine Faure,253,Résolu,5.0,10.53,telephone,Litige paiement,Oui,Non,Conforme,,Oui
APP-11411,19/03/2023,Léa Girard,394,Non résolu,4.0,21.73,Chat,Demande d'information,Oui,Oui,Conforme,7.0,Non
APP-11412,31/10/2023,Yanis Belkacem,253,Résolu,5.0,27.92,Téléphone,Changement d'offre,Oui,Non,Conforme,,Non
APP-11413,18/11/2023,Nicolas Roux,308,Résolu,,17.95,Email,Déménagement,Oui,Non,Conforme,,Non
APP-11414,07/06/2023,Nicolas Roux,312,Résolu,5.0,32.66,Téléphone,Litige paiement,Oui,Non,Conforme,8.0,Non
APP-11415,05/05/2023,Fatima Zahra,215,Résolu,3.0,37.13,Chat,Litige paiement,Oui,Non,Conforme,10.0,Non
APP-11416,11/06/2023,Marie Lefevre,432,Résolu,5.0,17.19,TEL,Souscription contrat,Oui,Non,Conforme,9.0,Non
APP-11417,21/01/2023,Léa Girard,172,Non résolu,1.0,34.1,TEL,Litige paiement,Oui,Non,Conforme,7.0,Non
APP-11418,04/10/2023,Yanis Belkacem,94,Non résolu,4.0,32.02,Chat,Litige paiement,Oui,Non,Conforme,,Non
APP-11419,24/02/2023,Amandine Faure,56,Résolu,3.0,42.64,TEL,Facturation,Oui,Non,Conforme,,Non
APP-11420,26/07/2023,Karim Boudiaf,196,Résolu,5.0,,TEL,Relevé compteur,Oui,Non,Conforme,7.0,Non
APP-11421,05/10/2023,Fatima Zahra,80,Résolu,4.0,8.81,Téléphone,Panne compteur,Oui,Non,Non conforme,,Non
APP-11422,20/11/2023,Julien Marchand,242,Résolu,3.0,10.08,TEL,Réclamation,Oui,Non,Conforme,10.0,Non
APP-11423,05/08/2023,Amandine Faure,67,Non résolu,3.0,26.17,Email,Souscription contrat,Oui,Oui,Conforme,8.0,Non
APP-11424,02/09/2023,Sophie Nguyen,195,Résolu,,32.24,Chat,Facturation,Oui,Non,Conforme,,Non
APP-11425,16/01/2023,Fatima Zahra,369,Résolu,5.0,17.63,TEL,Demande d'information,Oui,Non,Conforme,5.0,Non
APP-11426,29/04/2023,Amandine Faure,214,Non résolu,,10.61,TEL,Résiliation,Oui,Non,Non conforme,,Oui
APP-11427,08/05/2023,Léa Girard,214,Résolu,,14.87,Email,Résiliation,Non,Non,Conforme,10.0,Non
APP-11428,19/05/2023,Amandine Faure,311,Résolu,5.0,38.12,TEL,Litige paiement,Oui,Non,Conforme,7.0,Non
APP-11429,13/03/2023,Thomas Petit,270,Résolu,4.0,33.35,Email,Panne compteur,Oui,Non,Conforme,,Non
APP-11430,03/11/2023,Karim Boudiaf,210,Résolu,3.0,19.46,telephone,Demande d'information,Oui,Non,Non conforme,,Non
APP-11431,01/06/2023,Karim Boudiaf,184,Résolu,5.0,17.25,Chat,Changement d'offre,Oui,Non,Non conforme,7.0,Non
APP-11432,08/09/2023,Amandine Faure,505,Résolu,3.0,21.2,Téléphone,Résiliation,Oui,Non,Non conforme,,Non
APP-11433,20/01/2023,Amandine Faure,352,Résolu,,21.09,telephone,Changement d'offre,Oui,Non,Conforme,,Non
APP-11434,17/12/2023,Karim Boudiaf,283,Résolu,4.0,19.39,telephone,Demande d'information,Oui,Non,Non conforme,10.0,Non
APP-11435,17/10/2023,Karim Boudiaf,289,Résolu,4.0,41.81,Téléphone,Changement d'offre,Oui,Non,Conforme,,Non
APP-11436,03/02/2023,Fatima Zahra,228,Résolu,5.0,21.11,Email,Relevé compteur,Oui,Non,Conforme,,Non
APP-11437,15/01/2023,Marie Lefevre,269,Résolu,4.0,26.71,Chat,Résiliation,Oui,Non,Conforme,5.0,Non
APP-11438,01/11/2023,Léa Girard,219,Résolu,5.0,28.47,Chat,Litige paiement,Oui,Non,Non conforme,,Non
APP-11439,26/10/2023,Thomas Petit,163,Non résolu,5.0,26.62,TEL,Déménagement,Oui,Non,,,Non
APP-11440,27/01/2023,Sophie Nguyen,273,Résolu,5.0,33.05,Téléphone,Souscription contrat,Oui,Non,Conforme,,Non
APP-11441,11/02/2023,Nicolas Roux,211,Résolu,4.0,39.0,TEL,Panne compteur,Oui,Non,Conforme,10.0,Non
APP-11442,25/09/2023,Léa Girard,277,Résolu,3.0,,Chat,Litige paiement,Oui,Non,Conforme,,Non
APP-11443,09/11/2023,Nicolas Roux,294,Non résolu,4.0,,Téléphone,Déménagement,Oui,Non,Non conforme,,Non
APP-11444,23/02/2023,Nicolas Roux,425,Résolu,5.0,13.93,Email,Déménagement,Oui,Non,Conforme,,Non
APP-11445,16/09/2023,Amandine Faure,138,Résolu,5.0,32.92,TEL,Résiliation,Oui,Non,Conforme,6.0,Non
APP-11446,27/10/2023,Karim Boudiaf,289,Résolu,5.0,16.5,TEL,Souscription contrat,Oui,Non,Conforme,,Non
APP-11447,31/01/2023,Amandine Faure,157,Résolu,4.0,12.35,TEL,Demande d'information,Oui,Oui,Conforme,10.0,Non
APP-11448,25/06/2023,Amandine Faure,327,Résolu,,27.05,TEL,Litige paiement,Oui,Non,Conforme,8.0,Non
APP-11449,31/01/2023,Marie Lefevre,322,,,13.97,Email,Panne compteur,Oui,Non,Conforme,8.0,Non
APP-11450,17/07/2023,Léa Girard,176,Résolu,4.0,11.9,Téléphone,Relevé compteur,Oui,Non,Conforme,3.0,Non
APP-11451,18/09/2023,Julien Marchand,126,Résolu,3.0,16.23,Email,Relevé compteur,Oui,Non,Conforme,10.0,Non
APP-11452,11/05/2023,Fatima Zahra,458,Résolu,1.0,17.08,Email,Demande d'information,Oui,Non,Conforme,,Non
APP-11453,29/07/2023,Fatima Zahra,278,Résolu,3.0,10.14,Téléphone,Souscription contrat,Oui,Non,Conforme,10.0,Non
APP-11454,10/03/2023,Amandine Faure,116,Résolu,4.0,16.12,Chat,Résiliation,Oui,Non,Non conforme,,Non
APP-11455,23/01/2023,Léa Girard,189,Non résolu,,43.51,Téléphone,Déménagement,Oui,Non,Conforme,8.0,Non
APP-11456,21/08/2023,Fatima Zahra,331,Résolu,5.0,23.38,TEL,Litige paiement,Oui,Non,Non conforme,6.0,Non
APP-11457,11/04/2023,Marie Lefevre,427,Résolu,5.0,23.87,Téléphone,Relevé compteur,Oui,Non,Conforme,,Non
APP-11458,06/06/2023,Julien Marchand,408,Non résolu,4.0,33.98,Email,Changement d'offre,Oui,Non,Conforme,,Non
APP-11459,26/05/2023,Nicolas Roux,275,Résolu,5.0,14.35,Chat,Panne compteur,Non,Non,Conforme,,Non
APP-11460,12/01/2023,Sophie Nguyen,2,Résolu,5.0,40.21,TEL,Panne compteur,Oui,Non,Non conforme,,Non
APP-11461,01/12/2023,Thomas Petit,240,Résolu,4.0,,Email,Déménagement,Oui,Non,Conforme,6.0,Non
APP-11462,03/05/2023,Amandine Faure,289,Résolu,5.0,12.27,telephone,Souscription contrat,Oui,Non,Conforme,,Non
APP-11463,01/09/2023,Sophie Nguyen,439,Non résolu,5.0,30.41,telephone,Demande d'information,Oui,Non,Conforme,6.0,Non
APP-11464,16/05/2023,Julien Marchand,209,Résolu,5.0,13.29,TEL,Relevé compteur,Oui,Oui,Conforme,3.0,Oui
APP-11465,07/10/2023,Léa Girard,168,Résolu,,33.61,Téléphone,Déménagement,Oui,Non,Conforme,,Non
APP-11466,05/02/2023,Yanis Belkacem,197,Résolu,1.0,41.14,Email,Déménagement,Oui,Oui,Conforme,6.0,Non
APP-11467,16/10/2023,Marie Lefevre,124,Résolu,2.0,15.56,Téléphone,Changement d'offre,Oui,Oui,Conforme,,Non
APP-11468,18/09/2023,Nicolas Roux,-1,Résolu,3.0,,TEL,Demande d'information,Non,Non,Conforme,9.0,Non
APP-11469,11/09/2023,Karim Boudiaf,263,,2.0,8.67,Email,Réclamation,Oui,Non,,6.0,Non
APP-11470,04/06/2023,Fatima Zahra,475,Résolu,4.0,31.25,Email,Facturation,Oui,Non,Non conforme,8.0,Non
APP-11471,07/12/2023,Marie Lefevre,139,Non résolu,5.0,33.48,telephone,Relevé compteur,Oui,Non,Conforme,,Non
APP-11472,18/02/2023,Julien Marchand,265,Résolu,4.0,38.94,Chat,Facturation,,Non,Conforme,8.0,Non
APP-11473,27/10/2023,Amandine Faure,398,Résolu,2.0,38.39,TEL,Litige paiement,Oui,Non,Conforme,9.0,Non
APP-11474,26/12/2023,Fatima Zahra,235,Non résolu,3.0,20.34,Chat,Relevé compteur,Oui,Non,,,Non
APP-11475,18/05/2023,Fatima Zahra,350,Non résolu,4.0,37.29,Téléphone,Déménagement,Oui,Oui,Conforme,,Non
APP-11476,12/08/2023,Fatima Zahra,121,Non résolu,5.0,39.63,telephone,Relevé compteur,Oui,Non,Conforme,7.0,Non
APP-11477,28/04/2023,Fatima Zahra,221,Résolu,,40.65,telephone,Panne compteur,Oui,Non,Conforme,8.0,Non
APP-11478,05/01/2023,Sophie Nguyen,167,Non résolu,4.0,22.35,telephone,Facturation,Oui,Non,Non conforme,,Oui
APP-11479,11/01/2023,Marie Lefevre,234,Non résolu,5.0,37.73,Email,Résiliation,Oui,Non,Conforme,10.0,Non
APP-11480,18/10/2023,Karim Boudiaf,236,Non résolu,1.0,10.48,Téléphone,Relevé compteur,Oui,Non,Conforme,7.0,Non
APP-11481,14/04/2023,Nicolas Roux,245,Résolu,5.0,40.46,Chat,Facturation,Oui,Non,Conforme,8.0,Non
APP-11482,12/02/2023,Amandine Faure,316,Résolu,1.0,,Chat,Déménagement,Oui,Non,Conforme,6.0,Non
APP-11483,06/05/2023,Nicolas Roux,37,Non résolu,4.0,43.82,Chat,Demande d'information,Oui,Non,Conforme,,Non
APP-11484,18/03/2023,Marie Lefevre,257,Non résolu,1.0,10.74,TEL,Résiliation,Oui,Non,Conforme,9.0,Non
APP-11485,02/11/2023,Fatima Zahra,189,Résolu,4.0,21.89,Téléphone,Panne compteur,Oui,Oui,Non conforme,,Non
APP-11486,28/12/2023,Amandine Faure,213,Résolu,3.0,44.9,Email,Déménagement,Non,Non,Conforme,,Non
APP-11487,18/01/2023,Amandine Faure,361,Résolu,5.0,28.69,Email,Résiliation,Oui,Non,,9.0,Non
APP-11488,24/04/2023,Thomas Petit,142,Résolu,3.0,20.97,Chat,Souscription contrat,Oui,Non,Conforme,,Non
APP-11489,18/11/2023,Sophie Nguyen,178,Résolu,1.0,21.78,Email,Panne compteur,Non,Oui,Conforme,7.0,Non
APP-11490,29/07/2023,Marie Lefevre,223,Résolu,3.0,25.18,Téléphone,Souscription contrat,Oui,Non,Conforme,,Non
APP-11491,05/02/2023,Thomas Petit,184,Non résolu,,34.74,Téléphone,Changement d'offre,Oui,Non,Conforme,,Non
APP-11492,13/05/2023,Fatima Zahra,356,Non résolu,5.0,8.31,Email,Relevé compteur,,Non,Conforme,,Oui
APP-11493,15/11/2023,Karim Boudiaf,327,Résolu,5.0,16.05,telephone,Réclamation,Oui,Oui,Conforme,,Non
APP-11494,09/09/2023,Léa Girard,221,Résolu,2.0,8.2,Email,Souscription contrat,Oui,Non,Conforme,,Non
APP-11495,18/07/2023,Thomas Petit,429,,5.0,37.77,Téléphone,Déménagement,Non,Non,Conforme,10.0,Non
APP-11496,19/05/2023,Yanis Belkacem,264,Résolu,3.0,10.46,telephone,Demande d'information,Oui,Non,,,Non
APP-11497,17/10/2023,Nicolas Roux,376,Résolu,4.0,36.36,telephone,Réclamation,Oui,Non,Non conforme,,Non
APP-11498,26/02/2023,Sophie Nguyen,365,Résolu,3.0,35.81,TEL,Souscription contrat,Oui,Non,Conforme,,Non
APP-11499,22/05/2023,Fatima Zahra,277,Résolu,5.0,37.71,telephone,Litige paiement,Oui,Non,Conforme,0.0,Non
APP-11500,30/04/2023,Fatima Zahra,137,Non résolu,4.0,32.83,telephone,Panne compteur,Oui,Non,Non conforme,10.0,Non
APP-11501,27/07/2023,Fatima Zahra,245,Non résolu,5.0,30.96,telephone,Panne compteur,Oui,Non,Conforme,,Non
APP-11502,06/04/2023,Julien Marchand,175,Résolu,4.0,15.21,Chat,Relevé compteur,Oui,Non,Conforme,5.0,Non
APP-11503,16/09/2023,Léa Girard,287,Résolu,,40.95,Chat,Changement d'offre,Oui,Non,Conforme,,Non
APP-11504,22/05/2023,Marie Lefevre,272,Non résolu,4.0,36.07,Téléphone,Changement d'offre,Oui,Non,Conforme,,Non
APP-11505,23/02/2023,Léa Girard,259,,4.0,30.09,Téléphone,Litige paiement,Oui,Non,Conforme,,Non
APP-11506,26/09/2023,Thomas Petit,310,Résolu,2.0,29.42,TEL,Résiliation,Oui,Non,Conforme,10.0,Non
APP-11507,28/09/2023,Nicolas Roux,5340,Résolu,4.0,31.4,telephone,Changement d'offre,Oui,Non,Conforme,,Non
APP-11508,12/11/2023,Nicolas Roux,231,Non résolu,5.0,34.51,Chat,Relevé compteur,Oui,Non,Conforme,7.0,Non
APP-11509,27/04/2023,Marie Lefevre,130,Non résolu,,,TEL,Litige paiement,Oui,Non,Conforme,,Non
APP-11510,14/09/2023,Marie Lefevre,163,Résolu,4.0,19.61,telephone,Résiliation,Non,Non,Conforme,,Non
APP-11511,20/01/2023,Léa Girard,181,Résolu,5.0,16.94,Email,Facturation,Oui,Non,Conforme,4.0,Non
APP-11512,02/03/2023,Julien Marchand,206,Non résolu,5.0,41.59,telephone,Panne compteur,Oui,Non,Non conforme,,Non
APP-11513,18/07/2023,Karim Boudiaf,-113,Résolu,4.0,26.76,Chat,Réclamation,Non,Non,Non conforme,,Non
APP-11514,14/11/2023,Amandine Faure,158,Résolu,5.0,38.41,telephone,Facturation,Oui,Non,Conforme,,Non
APP-11515,08/01/2023,Thomas Petit,376,Résolu,,32.4,TEL,Litige paiement,,Non,Conforme,,Non
APP-11516,11/11/2023,Thomas Petit,180,Résolu,4.0,33.62,TEL,Changement d'offre,Oui,Non,Conforme,10.0,Non
APP-11517,06/08/2023,Karim Boudiaf,316,Résolu,5.0,17.77,Téléphone,Souscription contrat,Oui,Oui,Conforme,10.0,Non
APP-11518,10/03/2023,Julien Marchand,255,Résolu,2.0,20.01,telephone,Relevé compteur,Non,Non,Conforme,,Non
APP-11519,27/04/2023,Léa Girard,289,Résolu,5.0,17.97,TEL,Réclamation,Oui,Non,Conforme,8.0,Non
APP-11520,14/01/2023,Nicolas Roux,293,Résolu,4.0,16.09,Email,Litige paiement,,Non,Conforme,,Non
APP-11521,07/09/2023,Thomas Petit,154,Résolu,3.0,30.03,Téléphone,Réclamation,Oui,Non,Conforme,7.0,Non
APP-11522,16/10/2023,Sophie Nguyen,316,Résolu,4.0,38.15,Email,Souscription contrat,Oui,Non,,9.0,Non
APP-11523,11/03/2023,Marie Lefevre,129,Résolu,3.0,36.79,telephone,Demande d'information,Oui,Non,Non conforme,10.0,Non
APP-11524,03/07/2023,Yanis Belkacem,177,Résolu,4.0,11.27,Téléphone,Relevé compteur,Non,Non,Non conforme,10.0,Non
APP-11525,21/07/2023,Yanis Belkacem,292,Résolu,5.0,33.86,TEL,Facturation,Oui,Oui,Conforme,,Non
APP-11526,31/08/2023,Julien Marchand,149,,4.0,9.15,Email,Réclamation,Oui,Non,Conforme,,Non
APP-11527,30/01/2023,Nicolas Roux,63,Résolu,4.0,17.6,Email,Panne compteur,Oui,Non,Conforme,,Non
APP-11528,03/04/2023,Nicolas Roux,271,Non résolu,4.0,9.44,Téléphone,Souscription contrat,Oui,Non,Conforme,5.0,Oui
APP-11529,26/08/2023,Thomas Petit,99,Résolu,,32.67,telephone,Facturation,Oui,Non,Non conforme,9.0,Non
APP-11530,10/10/2023,Léa Girard,301,Résolu,,40.86,Chat,Facturation,Oui,Non,Conforme,1.0,Non
APP-11531,31/07/2023,Yanis Belkacem,212,,,20.04,Email,Réclamation,Oui,Oui,Conforme,1.0,Non
APP-11532,26/08/2023,Marie Lefevre,270,Résolu,,17.21,Téléphone,Demande d'information,Oui,Non,Conforme,7.0,Non
APP-11533,23/08/2023,Sophie Nguyen,268,Résolu,5.0,29.34,Email,Souscription contrat,Oui,Non,Conforme,8.0,Non
APP-11534,04/10/2023,Julien Marchand,308,Résolu,,39.75,telephone,Demande d'information,Oui,Non,,8.0,Non
APP-11535,23/04/2023,Yanis Belkacem,295,Résolu,5.0,44.91,Téléphone,Souscription contrat,Non,Oui,Conforme,8.0,Non
APP-11536,16/10/2023,Léa Girard,148,Non résolu,4.0,8.83,telephone,Changement d'offre,Non,Non,Conforme,,Non
APP-11537,16/05/2023,Yanis Belkacem,218,Résolu,5.0,21.34,Chat,Relevé compteur,Oui,Oui,Conforme,,Non
APP-11538,12/01/2023,Sophie Nguyen,270,Non résolu,2.0,19.57,telephone,Déménagement,Oui,Non,Conforme,9.0,Non
APP-11539,03/06/2023,Julien Marchand,368,Résolu,,32.21,telephone,Souscription contrat,Oui,Non,Conforme,0.0,Non
APP-11540,03/07/2023,Karim Boudiaf,295,Non résolu,5.0,36.21,Téléphone,Panne compteur,Oui,Non,,8.0,Non
APP-11541,16/12/2023,Marie Lefevre,359,Résolu,5.0,9.44,telephone,Déménagement,Oui,Non,Conforme,7.0,Non
APP-11542,21/07/2023,Sophie Nguyen,274,Non résolu,1.0,28.85,Chat,Résiliation,Oui,Non,Non conforme,,Non
APP-11543,24/10/2023,Marie Lefevre,338,Résolu,4.0,31.11,Chat,Déménagement,Oui,Oui,Conforme,,Non
APP-11544,08/02/2023,Nicolas Roux,262,Résolu,2.0,,telephone,Déménagement,Oui,Non,Conforme,7.0,Non
APP-11545,15/11/2023,Karim Boudiaf,334,Résolu,5.0,29.5,TEL,Résiliation,Oui,Oui,Conforme,,Non
APP-11546,19/03/2023,Amandine Faure,399,Résolu,,22.4,Téléphone,Déménagement,Oui,Non,Conforme,1.0,Non
APP-11547,23/03/2023,Amandine Faure,195,Résolu,2.0,16.47,Téléphone,Panne compteur,Oui,Non,Conforme,0.0,Non
APP-11548,18/04/2023,Sophie Nguyen,303,Résolu,5.0,42.38,Email,Changement d'offre,Non,Non,Conforme,10.0,Non
APP-11549,11/07/2023,Fatima Zahra,254,Résolu,5.0,20.65,TEL,Demande d'information,Oui,Non,Conforme,7.0,Non
APP-11550,04/01/2023,Fatima Zahra,107,Résolu,4.0,44.84,Chat,Résiliation,Non,Non,Conforme,,Non
APP-11551,09/08/2023,Thomas Petit,252,Non résolu,3.0,44.3,Chat,Réclamation,Non,Non,Non conforme,8.0,Non
APP-11552,03/07/2023,Amandine Faure,340,Résolu,,34.46,Email,Changement d'offre,Oui,Non,Conforme,10.0,Non
APP-11553,06/03/2023,Yanis Belkacem,289,Non résolu,,29.95,TEL,Demande d'information,Oui,Non,Conforme,6.0,Non
APP-11554,29/06/2023,Marie Lefevre,234,Résolu,5.0,32.97,Email,Souscription contrat,Oui,Non,Conforme,,Non
APP-11555,09/05/2023,Sophie Nguyen,181,Non résolu,5.0,33.07,TEL,Panne compteur,Oui,Non,Conforme,,Non
APP-11556,02/12/2023,Léa Girard,290,Résolu,3.0,14.19,TEL,Demande d'information,Oui,Oui,Conforme,9.0,Non
APP-11557,02/09/2023,Fatima Zahra,225,Résolu,2.0,26.51,Téléphone,Déménagement,Oui,Non,Conforme,,Non
APP-11558,02/06/2023,Nicolas Roux,340,Résolu,5.0,32.0,Email,Facturation,Non,Oui,Conforme,2.0,Non
APP-11559,24/07/2023,Karim Boudiaf,336,Non résolu,2.0,18.19,telephone,Relevé compteur,Oui,Non,Conforme,8.0,Oui
APP-11560,16/06/2023,Julien Marchand,276,Résolu,4.0,30.17,telephone,Résiliation,Oui,Non,Non conforme,7.0,Non
APP-11561,07/01/2023,Yanis Belkacem,148,,4.0,14.64,Téléphone,Relevé compteur,Oui,Non,Conforme,,Non
APP-11562,02/04/2023,Nicolas Roux,204,Résolu,4.0,32.71,Téléphone,Relevé compteur,Non,Non,Conforme,8.0,Non
APP-11563,24/01/2023,Fatima Zahra,403,Résolu,5.0,38.98,Chat,Changement d'offre,Oui,Oui,Non conforme,,Non
APP-11564,30/03/2023,Fatima Zahra,287,Résolu,5.0,33.89,TEL,Réclamation,Oui,Non,Conforme,8.0,Non
APP-11565,11/04/2023,Amandine Faure,359,Résolu,5.0,,TEL,Réclamation,Oui,Non,Conforme,,Non
APP-11566,14/10/2023,Yanis Belkacem,277,Résolu,4.0,43.55,TEL,Panne compteur,Oui,Non,Conforme,8.0,Non
APP-11567,22/06/2023,Thomas Petit,281,Résolu,4.0,27.83,TEL,Déménagement,Oui,Non,Conforme,,Non
APP-11568,09/02/2023,Fatima Zahra,12,Résolu,5.0,13.69,Téléphone,Réclamation,Oui,Non,Non conforme,8.0,Non
APP-11569,27/01/2023,Léa Girard,213,Non résolu,5.0,29.19,TEL,Relevé compteur,Oui,Non,Conforme,,Non
APP-11570,30/04/2023,Léa Girard,274,,2.0,29.58,Téléphone,Litige paiement,Oui,Non,Conforme,2.0,Non
APP-11571,20/08/2023,Nicolas Roux,221,Non résolu,1.0,29.94,TEL,Facturation,Oui,Non,Non conforme,9.0,Non
APP-11572,01/05/2023,Thomas Petit,198,Résolu,,9.17,telephone,Changement d'offre,Oui,Non,Conforme,7.0,Non
APP-11573,27/11/2023,Nicolas Roux,226,Résolu,5.0,23.66,Téléphone,Litige paiement,Non,Non,Conforme,9.0,Non
APP-11574,22/10/2023,Fatima Zahra,257,Non résolu,4.0,40.6,Email,Demande d'information,Oui,Non,Conforme,,Oui
APP-11575,30/08/2023,Julien Marchand,171,Résolu,3.0,40.67,Chat,Litige paiement,Oui,Non,Conforme,,Non
APP-11576,23/11/2023,Thomas Petit,138,Résolu,5.0,39.93,Téléphone,Changement d'offre,Oui,Non,Conforme,,Non
APP-11577,07/10/2023,Léa Girard,296,Résolu,3.0,40.79,Téléphone,Relevé compteur,Oui,Non,,,Oui
APP-11578,09/04/2023,Yanis Belkacem,296,Résolu,5.0,18.6,Chat,Litige paiement,Non,Non,Conforme,9.0,Non
APP-11579,15/04/2023,Julien Marchand,167,Non résolu,1.0,37.7,TEL,Déménagement,Oui,Non,Conforme,2.0,Non
APP-11580,30/10/2023,Amandine Faure,262,,2.0,44.02,TEL,Réclamation,Oui,Non,Conforme,6.0,Non
APP-11581,17/10/2023,Yanis Belkacem,313,,5.0,25.21,TEL,Litige paiement,Oui,Oui,Conforme,,Non
